title,director,content_type,genres,nation,year,ratings_avg,movie_code
본 얼티메이텀,['폴 그린그래스'],movies,"['액션', '미스터리', '스릴러']",미국,2007,4.1,mZ5e6oW
주토피아,"['바이론 하워드', '리치 무어']",movies,"['모험', '애니메이션', '액션', '코미디', '가족', '키즈']",미국,2016,4.2,mOgBxPa
변호인,['양우석'],movies,['드라마'],한국,2013,4.1,mWLar6O
하이큐!! 끝과 시작,['미츠나카 스스무'],movies,"['스포츠', '애니메이션']",일본,2015,4.2,mOo0AbL
세 얼간이,['라지쿠마르 히라니'],movies,"['코미디', '드라마']",인도,2009,4.1,mOk6rwW
하나 그리고 둘,['에드워드 양'],movies,['드라마'],일본,2000,4.1,m85XM3W
추격자,['나홍진'],movies,"['범죄', '액션', '스릴러']",한국,2008,4.1,mAd7k2d
그린 북,['피터 패럴리'],movies,"['코미디', '드라마', '음악']",미국,2018,4.2,mWyJ9BK
글래디에이터,['리들리 스콧'],movies,"['액션', '드라마', '모험']",영국,2000,4.1,mJO16Vd
본 슈프리머시,['폴 그린그래스'],movies,"['액션', '미스터리', '스릴러']",미국,2004,4.1,mQO8g3W
살인의 추억,['봉준호'],movies,"['범죄', '미스터리', '드라마', '스릴러']",한국,2003,4.1,mE5DYeW
집시의 시간,['에밀 쿠스트리차'],movies,['드라마'],이탈리아,1989,4.1,mYdEygd
우먼 인 할리우드,['톰 도나휴'],movies,['다큐멘터리'],미국,2018,4.1,mWw3Bb4
아이언맨 3,['세인 블랙'],movies,"['SF', '액션', '모험']",미국,2013,4.1,mdKmrJW
이터널 선샤인,['미셸 공드리'],movies,"['드라마', '로맨스', 'SF']",미국,2004,4.1,m85X9LW
주전장,['미키 데자키'],movies,['다큐멘터리'],미국,2018,4.1,mdja7JJ
페이퍼맨,['존 커스'],movies,['애니메이션'],미국,2012,4.1,m5XML4L
스파이더맨: 뉴 유니버스,"['밥 퍼시케티', '피터 램지', '로드니 로스맨']",movies,"['애니메이션', '액션', '모험', '코미디', '가족', 'SF']",미국,2018,4.0,md76rkk
"나, 다니엘 블레이크",['켄 로치'],movies,['드라마'],영국,2016,4.1,mOPomg7
식스 센스,['M. 나이트 샤말란'],movies,"['드라마', '스릴러', '공포', '미스터리']",미국,1999,4.1,m533ew5
라이언 일병 구하기,['스티븐 스필버그'],movies,"['전쟁', '액션', '드라마']",미국,1998,4.1,mYdE4GO
타짜,['최동훈'],movies,"['드라마', '코미디']",한국,2006,4.1,m6dRLWy
본 아이덴티티,['더그 라이만'],movies,"['액션', '미스터리', '스릴러']",미국,2002,4.1,mXOgK0O
로마,['알폰소 쿠아론'],movies,['드라마'],미국,2018,4.1,m5aVG6j
억압받는 다수,['엘레오노르 포리아트'],movies,"['드라마', '코미디']",프랑스,2010,4.0,mdjaL2q
어벤져스,['조스 웨던'],movies,"['모험', '판타지', '액션', 'SF']",미국,2012,4.2,mOVgp1d
킹스맨 : 시크릿 에이전트,['매튜 본'],movies,"['액션', '범죄', '코미디', '모험', '스릴러']",영국,2014,4.1,mO0gZ8X
프로메제,"['장-피에르 다르덴', '뤽 다르덴']",movies,['드라마'],벨기에,1996,4.1,mNdKmRW
방파제,['크리스 마르케'],movies,"['드라마', '로맨스']",프랑스,1962,4.1,mOAZZvQ
여인의 향기,['마틴 브레스트'],movies,['드라마'],미국,1992,4.1,m1WwBl5
어른이 되면,['장혜영'],movies,['다큐멘터리'],한국,2018,4.0,mOk6LPg
반지의 제왕 : 두 개의 탑,['피터 잭슨'],movies,"['판타지', '드라마', '액션', '모험']",미국,2002,4.1,mY5QVRW
만춘,['오즈 야스지로'],movies,['드라마'],일본,1949,4.0,mdEK3gW
올드보이,['박찬욱'],movies,"['드라마', '범죄', '미스터리', '스릴러']",한국,2003,4.1,mY5QnJW
안녕하세요,['오즈 야스지로'],movies,"['코미디', '드라마']",일본,1959,4.1,mO1MGQO
시간을 달리는 소녀,['호소다 마모루'],movies,"['판타지', '애니메이션', '로맨스']",일본,2006,4.1,mNdK17W
라이온 킹,"['로저 알러스', '롭 민코프']",movies,"['애니메이션', '모험', '드라마', '가족', '액션', '키즈']",미국,1994,4.1,m5nQ4Dd
토이 스토리 3,['리 언크리치'],movies,"['애니메이션', '코미디', '가족', '판타지', '모험', '키즈']",미국,2010,4.1,md6k3q5
사형수 탈출하다,['로베르 브레송'],movies,"['드라마', '스릴러']",독일,1956,4.1,mOoMKP5
인사이드 아웃,['피트 닥터'],movies,"['코미디', '가족', '드라마', '판타지', '애니메이션', '모험']",미국,2015,4.1,mdEwAR2
타인의 삶,['플로리안 헨켈 폰 도너스마르크'],movies,"['스릴러', '드라마']",독일,2006,4.0,m2dj3a5
업,"['피트 닥터', '밥 피터슨']",movies,"['드라마', '애니메이션', '가족', '코미디', '모험']",미국,2009,4.1,mOgBGMW
줄무늬 파자마를 입은 소년,['마크 허만'],movies,"['드라마', '전쟁']",영국,2008,4.1,mE5DMQW
노스탤지아,['안드레이 타르코프스키'],movies,['드라마'],이탈리아,1983,4.0,mmObXa5
스포트라이트,['톰 맥카시'],movies,"['드라마', '스릴러']",미국,2015,4.0,m5xJZE3
란,['구로사와 아키라'],movies,"['전쟁', '드라마']",프랑스,1985,4.1,m53ErjO
어벤져스: 인피니티 워,"['안소니 루소', '조 루소']",movies,"['액션', '모험', 'SF']",미국,2018,4.1,m5DGQDQ
선라이즈,['F.W. 무르나우'],movies,['로맨스'],미국,1927,4.1,mO2MoxW
데어 윌 비 블러드,['폴 토마스 앤더슨'],movies,['드라마'],미국,2007,4.1,m5nQ7nd
반지의 제왕 : 반지 원정대,['피터 잭슨'],movies,"['판타지', '드라마', '액션', '모험']",뉴질랜드,2001,4.1,mP5mPzd
뻐꾸기 둥지 위로 날아간 새,['밀로스 포먼'],movies,"['범죄', '드라마']",미국,1975,4.1,mDWvped
피아니스트의 전설,['쥬세페 토르나토레'],movies,"['드라마', '음악', '판타지']",이탈리아,1998,4.0,mV533q5
러브 유어셀프 인 서울,[],movies,"['다큐멘터리', '음악', '공연실황']",한국,2019,4.0,mObBeDz
토이 스토리,['존 라세터'],movies,"['애니메이션', '모험', '코미디', '가족', '판타지', '드라마', '키즈']",미국,1995,4.1,mJ5xpq5
루스 베이더 긴즈버그: 나는 반대한다,"['벳시 웨스트', '줄리 코헨']",movies,['다큐멘터리'],미국,2018,4.2,mOl4lMe
비긴 어게인,['존 카니'],movies,"['코미디', '드라마', '음악', '로맨스']",미국,2013,4.1,mOPpNlO
포드 V 페라리,['제임스 맨골드'],movies,"['액션', '드라마']",미국,2019,4.0,m5YKZzw
바비를 위한 기도,['러셀 멀케이'],movies,['드라마'],null,2009,4.0,m5mZb3W
당갈,['니테쉬 티와리'],movies,"['드라마', '스포츠']",인도,2016,4.0,mOgBMZM
스타 워즈 - 스페셜 에디션,['조지 루카스'],movies,['액션'],미국,1997,4.1,md7aAkW
아들,"['뤽 다르덴', '장-피에르 다르덴']",movies,"['가족', '드라마']",벨기에,2002,4.1,m5aKnlO
메멘토,['크리스토퍼 놀란'],movies,"['미스터리', '스릴러']",미국,2000,4.1,mMO2JAO
사운드 오브 뮤직,['로버트 와이즈'],movies,"['드라마', '가족', '로맨스']",미국,1965,4.1,mVWzgZO
언록킹 셜록,[],movies,['다큐멘터리'],영국,2014,4.1,m5aVYXQ
세븐,['데이빗 핀처'],movies,"['스릴러', '범죄']",미국,1995,4.1,mM5rwDW
터미네이터 2,['제임스 카메론'],movies,"['액션', 'SF']",미국,1991,4.1,m6dRVyd
카메라맨,"['버스터 키튼', '에드워드 세드윅']",movies,"['로맨스', '코미디', '가족']",미국,1928,4.1,mO2ebkW
퀸 락 몬트리올,['솔 스위머'],movies,"['음악', '다큐멘터리']",영국,2007,4.1,md7MP8W
미스 슬로운,['존 매든'],movies,"['스릴러', '드라마']",미국,2016,4.1,md76JgM
플레이타임,['자크 타티'],movies,['코미디'],이탈리아,1967,4.0,mW93wld
해리포터와 마법사의 돌,['크리스 콜럼버스'],movies,"['판타지', '가족', '모험']",영국,2001,4.1,mmOb3kd
테이큰,['피에르 모렐'],movies,"['드라마', '액션', '범죄', '스릴러']",미국,2008,4.0,mOAZxQd
로건,['제임스 맨골드'],movies,"['액션', '드라마', 'SF', '스릴러']",미국,2017,4.0,mO1VPPV
히든 피겨스,['데오도르 멜피'],movies,"['역사', '드라마']",미국,2016,4.0,mWqJboK
조조 래빗,['타이카 와이티티'],movies,"['코미디', '드라마', '전쟁']",독일,2019,4.0,mOlwgjg
비포 선라이즈,['리처드 링클레이터'],movies,"['로맨스', '드라마']",미국,1995,4.1,mgdMNw5
빌리 엘리어트 뮤지컬 라이브,"['브렛 설리반', '스티븐 달드리']",movies,"['코미디', '드라마', '음악', '공연실황']",영국,2014,4.1,mOgBrY9
코코,['리 언크리치'],movies,"['애니메이션', '모험', '가족', '판타지', '음악', '미스터리', '코미디', '스릴러']",미국,2017,4.0,mWvkXvZ
서유기 2 - 선리기연,['유진위'],movies,"['코미디', '판타지']",홍콩,1994,4.1,mM5rBJ5
언터처블: 1%의 우정,"['올리비에르 나카체', '에릭 톨레다노']",movies,"['코미디', '드라마']",프랑스,2011,4.0,mOgDkMd
토이 스토리 4,['조시 쿨리'],movies,"['애니메이션', '가족', '판타지', '모험', '코미디']",미국,2019,3.9,m5XV8LO
월-E,['앤드류 스탠튼'],movies,"['가족', '모험', '코미디', 'SF', '애니메이션', '키즈']",미국,2008,4.1,m45nnY5
매드맥스: 분노의 도로,['조지 밀러'],movies,"['액션', '모험', 'SF', '스릴러']",미국,2015,4.1,mWzVYBW
양들의 침묵,['조나단 드미'],movies,"['드라마', '범죄', '공포', '스릴러']",미국,1991,4.0,mOo01Ld
노킹 온 헤븐스 도어,['토머스 얀'],movies,"['범죄', '액션', '드라마', '코미디']",독일,1997,3.9,m5ZXDlO
쓰리 빌보드,['마틴 맥도나'],movies,"['범죄', '드라마']",미국,2017,4.0,m5nQKYy
캐치 미 이프 유 캔,['스티븐 스필버그'],movies,"['범죄', '드라마', '코미디']",미국,2002,4.1,mYdEnE5
희생,['안드레이 타르코프스키'],movies,['드라마'],스웨덴,1986,4.0,m5roj3W
모노노케 히메,['미야자키 하야오'],movies,"['애니메이션', '판타지', '액션', '모험']",일본,1997,4.0,mnWJ1n5
그을린 사랑,['드니 빌뇌브'],movies,"['드라마', '미스터리', '전쟁']",캐나다,2010,4.0,m5Qj0JW
아이덴티티,['제임스 맨골드'],movies,"['공포', '스릴러']",미국,2003,4.0,m6dRKb5
아녜스가 말하는 바르다,['아녜스 바르다'],movies,['다큐멘터리'],프랑스,2019,4.0,mWLDaer
무간도,"['유위강', '맥조휘']",movies,"['액션', '범죄', '드라마', '미스터리', '스릴러']",홍콩,2002,4.1,mZ5eLdA
미션 임파서블,['브라이언 드 팔마'],movies,"['액션', '모험', '스릴러']",미국,1996,4.0,mY5QaG5
나비 효과,"['에릭 브레스', 'J. 마키에 그러버']",movies,"['SF', '스릴러']",미국,2004,4.0,my5YwlO
오페라의 유령 : 25주년 특별 공연,"['로렌스 코너', '질리안 린', '캐머런 맥킨토시']",movies,"['드라마', '음악', '로맨스', '스릴러']",영국,2011,4.0,m5NMpXd
극장판 짱구는 못말려 9기: 어른 제국의 역습,['하라 케이이치'],movies,"['애니메이션', '코미디', '가족']",일본,2001,4.1,m5rQ8bd
생산적 활동,['산티아고 그라소'],movies,"['다큐멘터리', '애니메이션']",아르헨티나,2008,4.0,mWJyZyx
우리들,['윤가은'],movies,['드라마'],한국,2015,4.0,mOo0P9a
더 픽사 스토리,['레슬리 이웍스'],movies,['다큐멘터리'],미국,2007,4.0,mO2MrKQ
레퀴엠,['대런 아로노프스키'],movies,['드라마'],미국,2000,4.0,moW4PXW
덩케르크,['크리스토퍼 놀란'],movies,"['역사', '액션', '드라마', '스릴러', '전쟁']",네덜란드,2017,4.0,m5NVjDa
1987,['장준환'],movies,['드라마'],한국,2017,4.0,m5aVMGQ
러브 액츄얼리,['리처드 커티스'],movies,"['코미디', '드라마', '로맨스', '로맨틱코미디', '가족']",영국,2003,4.0,mBOkbkW
말할 수 없는 비밀,['주걸륜'],movies,"['로맨스', '판타지', '드라마']",대만,2007,4.0,mJ5xvEO
스노우맨,['다이앤 잭슨'],movies,"['판타지', '애니메이션', '가족']",영국,1982,4.0,m5aVBxN
빌리 엘리어트,['스티븐 달드리'],movies,"['드라마', '음악', '코미디', '가족']",영국,2000,4.1,mMO2La5
스튜어트: 어 라이프 백워즈,['데이빗 앳우드'],movies,['드라마'],영국,2007,4.0,m5Y66lv
리틀 네모,"['윌리엄 T. 허츠', '하타 마사미']",movies,"['판타지', '애니메이션', '드라마', '가족']",캐나다,1989,4.0,mOgZVAW
천원돌파 그렌라간 극장판 - 나암편,['이마이시 히로유키'],movies,"['모험', '액션', '애니메이션']",일본,2009,4.1,mdjwqo5
이웃집 토토로,['미야자키 하야오'],movies,"['판타지', '애니메이션', '가족']",일본,1988,4.0,mJOVYNW
위플래쉬 (단편),['데미언 셔젤'],movies,"['드라마', '단편']",미국,2013,4.0,mdjanY9
아마데우스,['밀로스 포먼'],movies,"['음악', '드라마']",미국,1984,4.0,mr5ZXlO
스타워즈 에피소드 5: 제국의 역습,['어빈 케쉬너'],movies,"['SF', '모험', '판타지', '액션']",미국,1980,4.0,moW43q5
모드의 집에서 하룻밤,['에릭 로메르'],movies,['드라마'],프랑스,1969,4.0,mOoX4Md
바람과 함께 사라지다,['빅터 플레밍'],movies,"['전쟁', '로맨스', '시대극', '드라마', '코미디', '역사']",미국,1939,4.0,mXOgMN5
이프 온리,['길 정거'],movies,"['코미디', '드라마', '판타지', '로맨스']",미국,2004,4.0,m45nPDO
나무를 심은 사람,['프레더릭 백'],movies,"['판타지', '애니메이션', '가족']",캐나다,1987,4.0,mO0gZyv
원피스 극장판 9기 - 에피소드 오브 쵸파,['시미즈 준지'],movies,"['애니메이션', '액션', '코미디', '드라마', '판타지']",일본,2008,4.0,m5DGw0d
지상의 밤,['짐 자무쉬'],movies,"['코미디', '드라마']",프랑스,1991,4.0,mgdMewd
다시 태어나도 우리,"['문창용', '전진']",movies,['다큐멘터리'],한국,2016,4.0,mW4Lxjl
가디언즈 오브 갤럭시,['제임스 건'],movies,"['코미디', 'SF', '액션', '모험']",미국,2014,4.0,mW9xB85
아이 엠 샘,['제시 넬슨'],movies,['드라마'],미국,2001,4.0,mr5ZGLW
동급생,['나카무라 쇼코'],movies,"['드라마', '애니메이션']",일본,2016,4.1,mdEw3GE
로제타,"['뤽 다르덴', '장-피에르 다르덴']",movies,['드라마'],프랑스,1999,4.0,mBOkx8d
동경 이야기,['오즈 야스지로'],movies,['드라마'],일본,1953,4.0,mdBaePO
레이더스,['스티븐 스필버그'],movies,"['모험', '액션']",미국,1981,4.0,mXOgzYW
거울,['안드레이 타르코프스키'],movies,['드라마'],소련,1975,4.0,mdjDGlW
빽 투 더 퓨쳐,['로버트 저메키스'],movies,"['모험', '코미디', 'SF']",미국,1985,4.0,mWLjx6d
원스 어폰 어 타임 인 아메리카,['세르지오 레오네'],movies,"['범죄', '드라마']",미국,1984,4.0,my5Yqj5
바르다가 사랑한 얼굴들,"['아녜스 바르다', '제이알']",movies,['다큐멘터리'],프랑스,2017,4.0,mW4L9wL
굿바이 마이 프랜드,['피터 호튼'],movies,['드라마'],미국,1995,4.0,mgdMYXd
헤드윅,['존 카메론 미첼'],movies,"['음악', '드라마', '코미디']",미국,2001,4.0,mJ5xGBd
허공에의 질주,['시드니 루멧'],movies,"['범죄', '드라마', '음악', '로맨스']",미국,1988,4.1,mqW9vMO
몸 값,['이충현'],movies,"['단편', '드라마']",한국,2015,3.9,m533xZ3
노트북,['닉 카사베츠'],movies,"['로맨스', '드라마']",미국,2004,4.0,mJOVBZO
범죄와의 전쟁 : 나쁜놈들 전성시대,['윤종빈'],movies,"['액션', '범죄', '드라마']",한국,2012,4.0,mWv1lb5
영웅본색,['오우삼'],movies,"['액션', '범죄', '드라마', '스릴러']",홍콩,1986,3.9,mjO0mLd
보헤미안 랩소디,['브라이언 싱어'],movies,['드라마'],미국,2018,3.9,mWJyDKM
몬스터 주식회사,"['데이빗 실버맨', '피트 닥터', '리 언크리치']",movies,"['애니메이션', '모험', '코미디', '가족', '판타지', '키즈']",미국,2001,4.0,mpWpEvO
우리의 환대,"['버스터 키튼', '존 G. 브리스톤']",movies,"['드라마', '코미디']",미국,1923,4.0,m5NeARd
대부 3,['프란시스 포드 코폴라'],movies,"['범죄', '드라마']",미국,1990,4.0,mgOA2Vd
윤희에게,['임대형'],movies,['로맨스'],한국,2019,4.1,mdR4eyv
에너미 앳 더 게이트,['장 자크 아노'],movies,"['전쟁', '액션', '드라마', '스릴러']",독일,2001,4.0,m6dRQVO
위대한 독재자,['찰리 채플린'],movies,['코미디'],미국,1940,4.0,m45nBk5
시티 오브 갓,"['페르난도 메이렐레스', '카티아 런드']",movies,"['범죄', '드라마', '스릴러']",브라질,2002,4.0,mJOV4g5
빠삐용,['프랭크린 J. 샤프너'],movies,"['범죄', '드라마']",프랑스,1973,4.0,mWyRKKO
콜 미 바이 유어 네임,['루카 구아다니노'],movies,"['드라마', '로맨스']",이탈리아,2017,4.0,mW4LNQP
허스토리,['민규동'],movies,['드라마'],한국,2017,4.0,m5rQwwE
프레쉬 과카몰리,['페스'],movies,['애니메이션'],미국,2012,4.0,mOk6Zmz
셜록 2세,['버스터 키튼'],movies,"['코미디', '가족']",미국,1924,4.1,mJOVGBd
레인 맨,['베리 레빈슨'],movies,['드라마'],미국,1988,4.0,mqW9A4W
헬프,['테이트 테일러'],movies,['드라마'],미국,2011,4.0,mOAxgjW
브링 더 소울 : 더 무비,['박준수'],movies,[],한국,2019,3.9,m5Zlvzx
더 록,['마이클 베이'],movies,"['액션', '스릴러', '모험']",미국,1996,4.0,mZ5ewKO
천원돌파 그렌라간 극장판 - 홍련편,['이마이시 히로유키'],movies,['애니메이션'],일본,2008,4.0,mWywgyd
패왕별희,['첸 카이거'],movies,"['드라마', '음악', '로맨스']",중국,1993,4.0,mJO1awO
화양연화,['왕가위'],movies,"['로맨스', '드라마']",홍콩,2000,4.0,my5YK3O
팬텀 스레드,['폴 토마스 앤더슨'],movies,"['로맨스', '드라마']",미국,2017,4.0,m5rQw27
슈퍼소닉,['맷 화이트크로스'],movies,"['다큐멘터리', '음악']",영국,2016,3.9,mOAZ7Qa
잠입자,['안드레이 타르코프스키'],movies,"['SF', '드라마']",소련,1979,4.0,m5Q3a8O
플립,['롭 라이너'],movies,"['틴에이저', '로맨스', '드라마']",미국,2010,4.0,mdKBXVO
씨민과 나데르의 별거,['아쉬가르 파르하디'],movies,"['드라마', '스릴러']",이란,2011,4.0,mOgDvAd
캐롤,['토드 헤인즈'],movies,"['드라마', '로맨스']",영국,2015,4.0,mO2lEQ5
구름 조금,['피터 손'],movies,"['판타지', '애니메이션', '코미디', '가족']",미국,2009,4.0,mWLjnLp
걸어도 걸어도,['고레에다 히로카즈'],movies,"['가족', '드라마']",일본,2008,4.0,m5XlpB5
택시운전사,['장훈'],movies,"['가족', '드라마']",한국,2017,4.0,mdBzP4A
엑스맨: 데이즈 오브 퓨처 패스트,['브라이언 싱어'],movies,"['액션', 'SF', '모험', '판타지']",미국,2014,4.0,m5DAkBW
디지몬 어드벤처 1기: 운명적 만남,['호소다 마모루'],movies,"['애니메이션', '가족', '액션', '모험', '판타지', 'SF', '스릴러']",일본,1999,4.1,mOgBKLA
인어 공주,"['론 클레멘츠', '존 머스커']",movies,"['애니메이션', '가족', '판타지', '키즈']",미국,1989,4.0,mXOgkAO
베테랑,['류승완'],movies,"['액션', '드라마', '범죄']",한국,2014,4.0,mObGGj7
"그 시절, 우리가 좋아했던 소녀",['구파도'],movies,"['드라마', '코미디', '로맨스', '로맨틱코미디']",대만,2011,4.0,m5xDb35
스타워즈 에피소드 6: 제다이의 귀환,['리처드 마퀀드'],movies,"['액션', '모험', '판타지', 'SF']",미국,1983,4.0,mOVv6zO
오믈렛,[],movies,['애니메이션'],프랑스,2013,4.0,m5DG9Ye
그리고 삶은 계속된다,['압바스 키아로스타미'],movies,"['모험', '드라마']",이란,1991,3.9,mWJnoLW
스카페이스,['브라이언 드 팔마'],movies,"['드라마', '범죄', '액션']",미국,1983,4.0,mBOkmE5
언더그라운드,['에밀 쿠스트리차'],movies,"['드라마', '코미디']",유고슬라비아,1995,4.0,md7ZNeO
그랜드 부다페스트 호텔,['웨스 앤더슨'],movies,"['드라마', '코미디', '모험']",독일,2014,4.0,mWyXDK5
극장판 암살교실: 365일의 시간,['키시 세이지'],movies,['애니메이션'],일본,2016,4.0,mO0g0yL
사랑은 비를 타고,"['진 켈리', '스탠리 도넌']",movies,"['음악', '로맨틱코미디', '코미디', '드라마']",미국,1952,4.0,mdMgV4W
레미제라블,['톰 후퍼'],movies,"['드라마', '역사', '로맨스', '전쟁']",영국,2012,4.0,mdE09AO
잔 다르크의 수난,['칼 테오도르 드레이어'],movies,"['역사', '드라마']",프랑스,1928,4.0,mAd7JBO
로마의 휴일,['윌리엄 와일러'],movies,"['로맨스', '로맨틱코미디', '드라마']",이탈리아,1953,4.0,mnOojNW
위플래쉬,['데미언 셔젤'],movies,"['드라마', '음악']",미국,2014,4.0,mdEw9nb
인생,['장예모'],movies,['드라마'],대만,1994,4.0,m2WyY6W
국외자들,['장 뤽 고다르'],movies,"['드라마', '범죄']",프랑스,1964,3.9,mdEwDEW
